City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,vilyuchinsk,52.9306,158.4028,-0.85,77,65,5.09,RU,1735531396
361,luderitz,-26.6481,15.1594,15.79,84,23,2.15,NA,1735531397
362,sabrum,23.0,91.7319,25.9,36,0,2.11,IN,1735531399
363,eregli,37.5133,34.0467,3.21,92,100,0.77,TR,1735531400
364,touros,-5.1989,-35.4608,26.28,80,5,5.72,BR,1735531401
365,hailey,43.5196,-114.3153,-8.23,88,89,3.0,US,1735531402
366,chibougamau,49.9168,-74.3659,0.79,100,100,4.12,CA,1735531339
367,espinosa,-14.9261,-42.8192,21.04,79,100,2.07,BR,1735531405
368,nantong,32.0303,120.8747,9.54,43,0,3.26,CN,1735531406
369,orapa,-21.2833,25.3667,22.74,76,100,2.78,BW,1735531407
370,zayed city,24.3768,54.589,21.11,82,67,1.54,AE,1735531409
371,sinabang,2.4803,96.3801,28.43,72,99,1.56,ID,1735531410
372,flin flon,54.7682,-101.865,-10.69,98,94,1.42,CA,1735531411
373,tacna,-18.0056,-70.2483,17.11,77,100,3.6,PE,1735531339
374,yuanping,38.7153,112.7575,0.2,26,26,6.41,CN,1735531414
375,wenshui,28.4506,106.5267,2.8,96,100,0.72,CN,1735531415
376,le grau-du-roi,43.5388,4.1356,-1.01,93,0,1.03,FR,1735531416
377,al kut,32.5147,45.819,12.08,49,0,3.33,IQ,1735531418
378,kourou,5.1552,-52.6478,24.09,94,93,1.41,GF,1735531419
379,palikir - national government center,6.9248,158.1611,27.95,71,69,9.75,FM,1735531420
380,sao joao da barra,-21.6403,-41.0511,22.29,94,100,4.68,BR,1735531316
381,kayangel,8.0823,134.7173,28.64,77,100,6.98,PW,1735531423
382,papao,-17.75,-149.55,28.82,70,77,3.86,PF,1735531424
383,lompoc,34.6391,-120.4579,14.45,88,100,4.47,US,1735531425
384,itupiranga,-5.1347,-49.3267,23.26,97,100,1.87,BR,1735531426
385,constantia,44.1833,28.65,0.39,86,68,3.45,RO,1735531255
386,omutinskiy,56.4745,67.6709,-14.73,98,75,3.2,RU,1735531429
387,aykhal,66.0,111.5,-26.86,100,100,2.41,RU,1735531397
388,usinsk,65.9939,57.5281,-4.02,91,100,11.72,RU,1735531431
389,san felipe,10.3399,-68.7425,21.4,94,100,1.32,VE,1735531432
390,tursunzoda,38.5144,68.2333,8.72,62,100,2.56,TJ,1735531434
391,provins,48.5833,3.1667,2.36,94,35,1.48,FR,1735531435
392,aktanysh,55.7216,54.0829,-9.88,98,98,2.33,RU,1735531436
393,adzope,6.1069,-3.8619,22.64,97,1,0.75,CI,1735531437
394,coronel suarez,-37.4547,-61.9334,20.21,42,36,3.19,AR,1735531439
395,karagandy,49.8019,73.1021,-7.03,96,100,2.51,KZ,1735531231
396,coron,11.9986,120.2043,29.34,71,97,7.98,PH,1735531441
397,avenal,36.0041,-120.129,10.87,86,15,3.66,US,1735531442
398,xinqing,48.2333,129.5,-10.2,67,86,0.47,CN,1735531443
399,nasiriyah,31.0521,46.261,11.41,39,66,2.09,IQ,1735531445
400,mar del plata,-38.0023,-57.5575,17.27,81,0,2.06,AR,1735531446
401,pisco,-13.7,-76.2167,20.03,83,0,4.12,PE,1735531436
402,muroto-misakicho,33.2833,134.15,10.5,49,100,3.12,JP,1735531448
403,abra pampa,-22.7205,-65.697,11.65,62,99,4.41,AR,1735531450
404,la'ie,21.6477,-157.9253,23.95,83,14,1.79,US,1735531451
405,okhotsk,59.3833,143.3,-29.08,77,1,6.52,RU,1735531452
406,pakokku,21.3333,95.1,25.46,54,0,3.57,MM,1735531453
407,nkove,-7.95,30.85,21.76,81,93,1.88,TZ,1735531455
408,garachico,28.7781,-17.7646,15.27,77,0,3.6,ES,1735531456
409,namie,37.4833,141.0,10.55,42,2,3.66,JP,1735531457
410,taunggyi,20.7833,97.0333,22.37,52,0,1.14,MM,1735531458
411,portland,45.5234,-122.6762,7.04,94,100,1.79,US,1735531339
412,kili,5.6439,169.1211,28.26,70,90,7.39,MH,1735531461
413,kolonia town,6.964,158.206,32.0,62,40,2.57,FM,1735531462
414,pontevedra,42.431,-8.6444,7.3,88,2,1.81,ES,1735531464
415,revda,56.801,59.9303,-10.79,93,98,3.27,RU,1735531467
416,harper,4.375,-7.7169,26.03,84,4,2.13,LR,1735531468
417,inirida,3.8653,-67.9239,23.04,98,98,0.85,CO,1735531469
418,carnot,4.9409,15.8665,20.75,38,48,1.17,CF,1735531470
419,pangody,65.85,74.4859,-20.4,100,99,3.14,RU,1735531472
420,palmer,42.1584,-72.3287,13.08,92,96,4.76,US,1735531473
421,port augusta,-32.5,137.7667,31.42,24,66,6.29,AU,1735531474
422,weno,7.4515,151.8468,27.99,82,100,8.51,FM,1735531476
423,saudarkrokur,65.7461,-19.6394,-11.03,85,100,2.42,IS,1735531477
424,kudahuvadhoo,2.6708,72.8944,27.01,71,71,1.21,MV,1735531478
425,tamayong,7.1331,125.3797,25.55,84,97,1.42,PH,1735531479
426,tromso,69.6496,18.957,1.01,75,75,12.86,NO,1735531480
427,mandera,3.9366,41.867,24.93,46,25,3.89,KE,1735531482
428,chatra,24.2167,84.8667,19.96,54,0,3.15,IN,1735531483
429,onega,63.9061,38.1404,-1.38,89,61,3.86,RU,1735531484
430,lamia,38.9,22.4333,5.62,76,5,0.45,GR,1735531485
431,poronaysk,49.2167,143.1167,-16.06,84,22,1.88,RU,1735531487
432,susuman,62.7833,148.1667,-28.47,93,100,1.59,RU,1735531488
433,ghadamis,30.1337,9.5007,8.08,61,1,4.78,LY,1735531489
434,mariakani,-3.8633,39.4736,25.05,89,97,1.91,KE,1735531492
435,al kharijah,25.4514,30.5464,10.13,57,71,2.67,EG,1735531493
436,ojinaga,29.5667,-104.4167,13.53,24,0,3.09,MX,1735531494
437,qutqashen,40.9814,47.8458,2.11,97,100,0.37,AZ,1735531496
438,vallenar,-28.5708,-70.7581,19.78,67,0,1.21,CL,1735531497
439,kirensk,57.7853,108.1119,-7.78,94,100,3.99,RU,1735531498
440,port douglas,-16.4833,145.4667,29.18,71,99,3.44,AU,1735531499
441,la sarre,48.8002,-79.1996,1.09,100,100,3.91,CA,1735531501
442,klyuchi,52.2667,79.1667,-15.36,98,95,2.6,RU,1735531502
443,baardheere,2.3446,42.2764,24.12,71,12,4.15,SO,1735531406
444,gizo,-8.103,156.8419,29.51,71,42,2.44,SB,1735531504
445,vorkuta,67.5,64.0,-7.47,95,99,5.35,RU,1735531359
446,pala,9.3642,14.9046,19.57,23,71,2.07,TD,1735531507
447,villa regina,-39.1,-67.0667,24.43,23,68,10.38,AR,1735531509
448,palu,-0.8917,119.8707,33.84,51,64,2.8,ID,1735531511
449,lahad datu,5.0268,118.327,29.06,70,68,2.22,MY,1735531512
450,pokrovsk,48.282,37.1758,-0.84,77,80,2.28,UA,1735531513
451,oranjemund,-28.55,16.4333,15.79,88,75,0.69,NA,1735531515
452,springfield,37.2153,-93.2982,7.71,93,70,1.34,US,1735531233
453,angaur state,6.906,134.13,27.95,78,100,5.19,PW,1735531517
454,nakambala,-15.8324,27.7799,20.1,95,100,3.4,ZM,1735531518
455,bad breisig,50.5167,7.2667,-1.05,97,46,1.5,DE,1735531520
456,gimcheon,36.1218,128.1198,3.62,65,100,0.51,KR,1735531390
457,willowmore,-33.2926,23.4895,20.5,77,100,1.66,ZA,1735531522
458,belmonte,-15.8631,-38.8828,25.03,83,100,4.19,BR,1735531523
459,kyzyl-suu,42.3414,78.0056,-2.86,69,99,1.95,KG,1735531525
460,sos'va,59.1766,61.8558,-6.49,89,83,4.12,RU,1735531526
461,ulladulla,-35.35,150.4667,24.32,58,0,8.36,AU,1735531527
462,luwuk,-0.9516,122.7875,28.53,68,43,1.79,ID,1735531529
463,ciudad lazaro cardenas,17.9583,-102.2,21.71,83,0,1.95,MX,1735531530
464,isangel,-19.55,169.2667,29.06,65,75,2.57,VU,1735531531
465,minot,48.2325,-101.2963,-10.88,92,0,1.54,US,1735531532
466,gingee,12.25,79.4167,25.32,77,93,6.45,IN,1735531534
467,west memphis,35.1465,-90.1845,11.86,84,0,3.09,US,1735531535
468,thunder bay,48.4001,-89.3168,-0.01,100,100,2.06,CA,1735531484
469,namibe,-15.1961,12.1522,22.37,75,100,1.82,AO,1735531537
470,qoryooley,1.7878,44.53,23.9,80,29,6.03,SO,1735531539
471,taroa,8.7058,171.2275,27.48,75,49,8.86,MH,1735531540
472,pendleton,45.6721,-118.7886,6.16,75,49,4.02,US,1735531541
473,torrington,41.8007,-73.1212,12.46,95,100,3.58,US,1735531542
474,petropavlovsk-kamchatsky,53.0452,158.6483,-1.67,37,40,6.0,RU,1735531340
475,santa marta,11.2408,-74.199,27.72,73,20,2.68,CO,1735531546
476,al hazm,16.1641,44.7769,15.27,35,0,0.7,YE,1735531547
477,maumere,-8.6199,122.2111,27.58,84,93,1.42,ID,1735531548
478,mokhsogollokh,61.4681,128.9203,-41.6,100,92,0.8,RU,1735531550
479,chu,43.5983,73.7614,0.12,76,100,3.47,KZ,1735531551
480,pasuquin,18.3328,120.6177,29.97,70,40,4.63,PH,1735531552
481,kailua-kona,19.6406,-155.9956,25.98,79,0,5.14,US,1735531553
482,nizhniy kuranakh,58.8353,125.4869,-20.71,97,100,0.6,RU,1735531555
483,wynyard,-41.0,145.7167,16.22,92,100,2.24,AU,1735531556
484,gaiman,-43.2897,-65.4929,17.11,82,36,9.11,AR,1735531557
485,nemuro,43.3236,145.575,-3.64,58,28,7.97,JP,1735531558
486,alofi,-19.0595,-169.9187,27.94,65,20,3.6,NU,1735531560
487,raduzhny,62.0961,77.475,-19.78,100,70,2.54,RU,1735531561
488,st. john's,47.5649,-52.7093,-0.51,94,75,1.54,CA,1735531563
489,salinas,36.6777,-121.6555,13.29,96,100,2.57,US,1735531540
490,cuddapah,14.4667,78.8167,23.0,73,20,0.0,IN,1735531567
491,kiama,-34.6833,150.8667,25.88,67,0,4.02,AU,1735531568
492,nicoya,10.1483,-85.452,22.6,98,100,1.17,CR,1735531291
493,centerville,39.6284,-84.1594,6.69,86,100,4.92,US,1735531535
494,fort bragg,35.139,-79.006,14.91,95,100,5.66,US,1735531446
495,formosa do rio preto,-11.0483,-45.1931,24.6,53,93,0.51,BR,1735531573
496,nasirabad,26.3,74.7333,13.56,51,0,0.7,IN,1735531574
497,saint croix,17.7397,-64.7388,23.31,66,40,2.06,VI,1735531576
498,lethem,3.3803,-59.7968,25.85,69,60,4.21,GY,1735531577
499,porto murtinho,-21.6989,-57.8825,21.81,47,0,1.62,BR,1735531578
500,al mijlad,11.0333,27.7333,18.57,18,0,7.09,SD,1735531579
501,sao vicente,-23.9631,-46.3919,23.32,26,93,3.49,BR,1735531322
502,callao,-12.0667,-77.15,22.07,83,40,7.72,PE,1735531582
503,opuwo,-18.0607,13.84,20.31,32,46,0.57,NA,1735531586
504,sheridan,44.8333,-106.9173,4.67,71,100,3.09,US,1735531587
505,ad dilam,23.9915,47.1627,17.05,46,50,3.81,SA,1735531589
506,kununurra,-15.7667,128.7333,35.99,56,32,2.57,AU,1735531590
507,fartura,-23.3883,-49.51,20.37,89,59,4.66,BR,1735531591
508,somerset,40.5668,-74.5496,16.43,85,100,5.14,US,1735531330
509,dvubratskiy,45.2389,39.805,0.77,79,99,2.15,RU,1735531594
510,sao gabriel da cachoeira,-0.1303,-67.0892,22.33,100,96,0.82,BR,1735531595
511,savanna-la-mar,18.219,-78.1332,23.29,93,95,0.75,JM,1735531596
512,fort mcmurray,56.7268,-111.381,-8.23,86,100,4.12,CA,1735531598
513,n'zeto,-7.2312,12.8666,26.28,89,100,2.95,AO,1735531599
514,vanino,49.0869,140.2543,-13.93,61,5,1.85,RU,1735531600
515,kem',64.9555,34.5793,-0.98,80,44,5.92,RU,1735531602
516,al jawf,29.5,38.75,6.0,58,0,3.9,SA,1735531603
517,strugi-krasnyye,58.2675,29.1114,5.01,83,100,7.47,RU,1735531604
518,cabedelo,-6.9811,-34.8339,26.37,83,20,4.55,BR,1735531355
519,ta`u,-14.2336,-169.5144,28.82,68,23,2.79,AS,1735531608
520,palapag,12.5458,125.1147,28.13,82,78,4.52,PH,1735531609
521,walvis bay,-22.9575,14.5053,17.83,76,85,4.37,NA,1735531437
522,bundaberg north,-24.8551,152.3425,29.29,54,62,4.65,AU,1735531612
523,berezovyy,51.6667,135.7,-19.11,81,66,1.16,RU,1735531613
524,hunucma,21.0167,-89.8667,24.49,98,97,1.36,MX,1735531614
525,kapa'a,22.0752,-159.319,23.18,84,75,6.69,US,1735531615
526,karratha,-20.7377,116.8463,36.52,41,98,3.95,AU,1735531617
527,bandar-e lengeh,26.5579,54.8807,21.77,54,99,1.78,IR,1735531607
528,puerto baquerizo moreno,-0.9,-89.6,23.0,86,21,3.27,EC,1735531329
529,champerico,14.3,-91.9167,25.9,79,92,2.61,GT,1735531621
530,tres arroyos,-38.3739,-60.2798,18.43,72,100,2.34,AR,1735531623
531,siverek,37.755,39.3167,4.77,87,100,5.2,TR,1735531586
532,neryungri,56.6709,124.6491,-18.52,98,95,0.73,RU,1735531625
533,livingstone,-17.8419,25.8543,20.49,93,100,1.12,ZM,1735531626
534,villa de cos,23.2833,-102.35,12.72,20,4,2.43,MX,1735531628
535,inari,68.906,27.0288,-2.97,73,100,6.83,FI,1735531629
536,dhidhdhoo,6.8833,73.1,28.13,74,41,5.12,MV,1735531630
537,yokohama,35.4478,139.6425,11.14,46,75,3.6,JP,1735531572
538,benesov,49.7816,14.687,-2.16,88,1,2.39,CZ,1735531633
539,ishigaki,24.3448,124.1572,20.55,72,100,4.86,JP,1735531634
540,morogoro,-6.8167,37.6667,23.1,89,100,1.52,TZ,1735531635
541,parabel',58.6978,81.4825,-8.61,93,100,3.83,RU,1735531636
542,kupang,-10.1667,123.5833,31.32,74,20,1.03,ID,1735531402
543,ad dawadimi,24.5077,44.3924,16.64,39,100,5.24,SA,1735531639
544,punta alta,-38.8759,-62.0736,21.77,67,11,5.08,AR,1735531640
545,springs,-26.25,28.4,19.81,98,52,1.74,ZA,1735531641
546,nogliki,51.8333,143.1667,-16.02,85,25,5.05,RU,1735531643
547,chipata,-13.6333,32.65,19.63,88,100,1.24,ZM,1735531644
548,shenjiamen,29.9576,122.298,11.24,63,5,4.04,CN,1735531645
549,soria,41.6667,-2.6667,-1.6,68,0,1.64,ES,1735531647
550,hammerfest,70.6634,23.6821,0.25,100,100,7.2,NO,1735531648
551,crucecita,-28.95,-58.9833,20.76,60,0,3.01,AR,1735531649
552,ximeicun,24.9639,118.3794,19.61,37,0,1.09,CN,1735531650
553,minas de marcona,-15.2119,-75.1103,16.01,84,100,4.75,PE,1735531652
554,boke,10.9409,-14.2967,19.43,87,0,0.37,GN,1735531653
555,barmer,25.75,71.3833,15.11,38,2,3.62,IN,1735531654
556,benxi,41.2886,123.765,-0.87,51,6,2.79,CN,1735531655
557,puerto rosario,-24.45,-57.0833,20.27,59,0,1.88,PY,1735531657
558,akranes,64.3218,-22.0749,-2.62,36,97,6.89,IS,1735531658
559,el jadid,33.2549,-8.506,13.02,83,5,3.56,MA,1735531659
560,lata,40.1629,-8.3327,3.54,84,1,1.71,PT,1735531660
561,toliara,-23.35,43.6667,27.21,75,38,0.91,MG,1735531661
562,asau,46.4333,26.4,-0.07,86,20,3.07,RO,1735531663
563,soroa,22.7939,-83.0078,20.73,93,100,0.52,CU,1735531664
564,masaurhi buzurg,25.35,85.0333,18.94,57,0,3.83,IN,1735531431
565,plettenberg bay,-34.0527,23.3716,20.39,91,63,2.04,ZA,1735531666
566,thames,-37.1333,175.5333,18.93,81,61,4.19,NZ,1735531668
567,chos malal,-37.3781,-70.2709,20.47,29,1,2.73,AR,1735531669
568,usakos,-22.0,15.6,22.11,30,95,1.47,NA,1735531670
569,waat,51.1454,6.4958,2.09,98,100,4.12,DE,1735531671
570,chenzhou,25.8,113.0333,17.02,29,0,2.04,CN,1735531457
571,namtsy,62.7161,129.6658,-45.73,100,78,0.98,RU,1735531674
572,sarina,-21.4333,149.2167,31.82,1,7,3.85,AU,1735531675
573,alaghsas,17.0187,8.0168,16.11,19,1,5.8,NE,1735531676
574,katsuura,35.1333,140.3,9.51,44,100,1.92,JP,1735531678
575,comodoro rivadavia,-45.8667,-67.5,16.92,82,20,1.54,AR,1735531433
576,banda aceh,5.5577,95.3222,26.39,86,100,5.42,ID,1735531680
577,moapa valley,36.5805,-114.4703,9.77,48,2,0.92,US,1735531681
578,quimili,-27.6333,-62.4167,22.03,45,24,4.59,AR,1735531683
579,sola,-13.8833,167.55,26.61,82,100,5.87,VU,1735531684
580,williamsburg,37.2707,-76.7075,15.41,85,75,2.57,US,1735531415
